,Color,Year of car manufacture,Length,price,Width,Brand Name,Transmission type,Seats,Body type,city,Car model,kilometer driven,Insurance Validity_value,Fuel type,Number of previous owners,Engine Displacement_value(cc)
3313,Others,2010,4160mm,150000.0,1690mm,Maruti,Manual,5.0,Sedan,Delhi,Maruti Swift Dzire,70000,Third Party insurance,Petrol,2,1298
3314,Silver,2022,4658mm,6300000.0,1890mm,Mercedes-Benz,Automatic,5.0,SUV,Delhi,Mercedes-Benz GLC,17000,Comprehensive,Petrol,1,1991
3315,Black,2016,5130mm,5200000.0,2141mm,Mercedes-Benz,Automatic,7.0,SUV,Delhi,Mercedes-Benz GLS,45000,Comprehensive,Diesel,1,2987
3316,Silver,2018,3695mm,459000.0,1655,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Celerio,19717,Third Party insurance,Petrol,1,998
3317,White,2021,4819,5190000.0,1827,BMW,Automatic,5.0,Sedan,Delhi,BMW 3 Series Gran Limousine,20000,Comprehensive,Petrol,1,1998
3318,White,2017,3530mm,332000.0,1490,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Alto K10,35495,Third Party,Petrol,1,998
3319,White,2016,4417mm,2190000.0,1804mm,Mercedes-Benz,Automatic,5.0,SUV,Delhi,Mercedes-Benz GLA Class,25000,Comprehensive,Petrol,2,1991
3320,Red,2018,4395mm,1550000.0,1818mm,Jeep,Automatic,5.0,SUV,Delhi,Jeep Compass,27401,Third Party insurance,Petrol,1,1368
3321,Silver,2019,3565,426999.99999999994,1520,Maruti,Manual,5.0,Hatchback,Delhi,Maruti S-Presso,15981,Comprehensive,Petrol,1,998
3322,Grey,2022,4655mm,1900000.0,1835mm,MG,Automatic,5.0,SUV,Delhi,MG Hector,7500,Comprehensive,Petrol,1,1451
3323,Grey,2022,4762mm,4200000.0,1847mm,Audi,Automatic,5.0,Sedan,Delhi,Audi A4,6300,Comprehensive,Petrol,1,1998
3324,Silver,2011,3585mm,183000.0,1595mm,Hyundai,Manual,5.0,Hatchback,Delhi,Hyundai i10,73052,Third Party,Petrol,1,1197
3325,Grey,2014,4440mm,571000.0,1695mm,Honda,Automatic,5.0,Sedan,Delhi,Honda City,61000,Comprehensive,Petrol,1,1497
3326,Black,2021,3827mm,806000.0,1742,Tata,Manual,5.0,SUV,Delhi,Tata Punch,15036,Third Party,Petrol,1,1199
3327,Black,2015,4963mm,1700000.0,2126mm,BMW,Automatic,5.0,Sedan,Delhi,BMW 5 Series,94000,Comprehensive,Diesel,1,1995
3328,White,2018,3995mm,525000.0,1660mm,Hyundai,Manual,5.0,Sedan,Delhi,Hyundai Xcent,39000,Third Party insurance,Petrol,1,1197
3329,Others,2016,3675mm,250000.0,1705mm,Mahindra,Manual,6.0,SUV,Delhi,Mahindra KUV 100,90000,Third Party insurance,Petrol,3,1198
3330,Others,2011,4000mm,120000.0,1642mm,Skoda,Manual,5.0,Hatchback,Delhi,Skoda Fabia,90000,Third Party insurance,Petrol,1,1198
3331,White,2017,5130mm,5550000.0,2141mm,Mercedes-Benz,Automatic,7.0,SUV,Delhi,Mercedes-Benz GLS,44000,Third Party insurance,Diesel,2,2987
3332,Others,2006,3595mm,60000.0,1475mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Wagon R,120000,Third Party insurance,Petrol,2,998
3333,Others,2018,3679mm,265000.0,1579mm,Renault,Manual,5.0,Hatchback,Delhi,Renault KWID,30000,Third Party insurance,Petrol,1,799
3334,Grey,2021,4708mm,6150000.0,1902mm,Volvo,Automatic,5.0,SUV,Delhi,Volvo XC60,4900,Comprehensive,Petrol,1,1969
3335,Brown,2015,4097mm,1975000.0,1789mm,Mini,Automatic,5.0,Hatchback,Delhi,Mini Cooper,36000,Comprehensive,Petrol,2,1598
3336,Silver,2022,3700mm,519000.00000000006,1690,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Ignis,4975,Comprehensive,Petrol,1,1197
3337,Silver,2014,3395mm,249000.00000000003,1490mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Alto 800,48000,Comprehensive,Cng,2,796
3338,Orange,2021,3991mm,558000.0,1739,Renault,Manual,7.0,MUV,Delhi,Renault Triber,36758,Third Party,Petrol,1,999
3339,White,2022,4819,5590000.0,1827,BMW,Automatic,5.0,Sedan,Delhi,BMW 3 Series Gran Limousine,3500,Comprehensive,Petrol,1,1998
3340,Others,2022,3991mm,1025000.0,1750,Renault,Automatic,5.0,SUV,Delhi,Renault Kiger,10000,Third Party insurance,Petrol,1,999
3341,White,2021,3994mm,698000.0,1758,Nissan,Manual,5.0,SUV,Delhi,Nissan Magnite,61882,Comprehensive,Petrol,1,999
3342,Silver,2011,"3,970 mm",275000.0,"1,682 mm",Volkswagen,Manual,5.0,Hatchback,Delhi,Volkswagen Polo,66000,Comprehensive,Petrol,1,1198
3343,Blue,2018,4600mm,3950000.0,2173mm,Land Rover,Automatic,7.0,SUV,Delhi,Land Rover Discovery Sport,46000,Comprehensive,Petrol,1,1997
3344,Silver,2021,3700mm,524000.0,1690,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Ignis,6088,Comprehensive,Petrol,1,1197
3345,Red,2018,3985mm,675000.0,1734mm,Hyundai,Automatic,5.0,Hatchback,Delhi,Hyundai i20,23000,Comprehensive,Petrol,1,1197
3346,Silver,2018,3995mm,546000.0,1745mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,41732,Zero Dep,Petrol,1,1197
3347,White,2018,4936mm,3685000.0,2126mm,BMW,Automatic,5.0,Sedan,Delhi,BMW 5 Series,55000,Comprehensive,Diesel,2,1995
3348,White,2019,3995mm,775000.0,1790mm,Maruti,Manual,5.0,SUV,Delhi,Maruti Vitara Brezza,51000,Comprehensive,Diesel,1,1248
3349,White,2015,3495mm,245000.00000000003,1550mm,Hyundai,Manual,5.0,Hatchback,Delhi,Hyundai EON,38000,Comprehensive,Petrol,1,814
3350,Others,2016,4585mm,1000000.0,1890mm,Mahindra,Manual,7.0,SUV,Delhi,Mahindra XUV500,60000,Third Party insurance,Diesel,1,2179
3351,White,2016,4819mm,3090000.0,2141mm,Mercedes-Benz,Automatic,5.0,SUV,Delhi,Mercedes-Benz GLE,75000,Comprehensive,Diesel,1,2143
3352,White,2014,4629mm,1300000.0,2089mm,Audi,Automatic,5.0,SUV,Delhi,Audi Q5,92000,Comprehensive,Diesel,3,1968
3353,Others,2009,3900mm,95000.0,1695mm,Honda,Manual,5.0,Hatchback,Delhi,Honda Jazz,90000,Third Party insurance,Petrol,3,1198
3354,Grey,2013,4629mm,1300000.0,2089mm,Audi,Automatic,5.0,SUV,Delhi,Audi Q5,92000,Comprehensive,Diesel,2,1968
3355,White,2019,3985mm,595000.0,1734mm,Hyundai,Manual,5.0,Hatchback,Delhi,Hyundai i20,49010,Third Party insurance,Petrol,1,1197
3356,Silver,2019,3995mm,592000.0,1745mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,26089,Third Party,Petrol,1,1197
3357,White,2014,4456mm,520000.0,1820mm,Mahindra,Manual,7.0,SUV,Delhi,Mahindra Scorpio,54000,Third Party insurance,Diesel,1,2179
3358,White,2018,3530mm,352000.0,1490,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Alto K10,37302,Comprehensive,Petrol,1,998
3359,White,2018,4630mm,2550000.0,1777 mm,Mercedes-Benz,Automatic,5.0,Sedan,Delhi,Mercedes-Benz CLA,42000,Comprehensive,Diesel,2,2143
3360,Grey,2021,3995mm,890000.0,1745mm,Maruti,Automatic,5.0,Hatchback,Delhi,Maruti Baleno,37000,Comprehensive,Petrol,1,1197
3361,Silver,2015,3445,258000.0,1515,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Alto 800,36483,Third Party,Petrol,1,796
3362,Beige,2015,4570mm,775000.0,1800mm,Hyundai,Automatic,5.0,Sedan,Delhi,Hyundai Elantra,62000,Comprehensive,Petrol,1,1999
3363,Black,2019,4270mm,1095000.0,1780mm,Hyundai,Manual,5.0,SUV,Delhi,Hyundai Creta,38010,Third Party insurance,Petrol,1,1591
3364,White,2018,3695mm,475000.0,1600mm,Maruti,Automatic,5.0,Hatchback,Delhi,Maruti Celerio,35123,Comprehensive,Petrol,2,998
3365,Silver,2016,4440mm,800000.0,1695mm,Honda,Automatic,5.0,Sedan,Delhi,Honda City,43000,Comprehensive,Petrol,1,1497
3366,White,2019,3998mm,738000.0,1765mm,Ford,Manual,5.0,SUV,Delhi,Ford Ecosport,25154,Third Party insurance,Diesel,2,1498
3367,Blue,2020,4936mm,5600000.0,2126mm,BMW,Automatic,5.0,Sedan,Delhi,BMW 5 Series,10000,Comprehensive,Diesel,1,1995
3368,Grey,2021,4598mm,1850000.0,1894mm,Tata,Automatic,5.0,SUV,Delhi,Tata Harrier,30600,Comprehensive,Diesel,2,1956
3369,Grey,2020,3995 mm,775000.0,1770 mm,Hyundai,Manual,5.0,SUV,Delhi,Hyundai Venue,55000,Third Party insurance,Petrol,1,1197
3370,Black,2021,3985mm,1550000.0,1855mm,Mahindra,Automatic,4.0,SUV,Delhi,Mahindra Thar,14500,Comprehensive,Petrol,2,1997
3371,Blue,2017,5130mm,4950000.0,2141mm,Mercedes-Benz,Automatic,7.0,SUV,Delhi,Mercedes-Benz GLS,80000,Comprehensive,Diesel,2,2987
3372,Black,2013,4530mm,575000.0,1775mm,Hyundai,Automatic,5.0,Sedan,Delhi,Hyundai Elantra,76000,Comprehensive,Petrol,1,1797
3373,Red,2018,3995mm,675000.0,1695mm,Honda,Automatic,5.0,Sedan,Delhi,Honda Amaze,58000,Third Party insurance,Petrol,1,1199
3374,White,2020,4315mm,1650000.0,1800mm,Kia,Automatic,5.0,SUV,Delhi,Kia Seltos,34000,Third Party insurance,Petrol,1,1353
3375,Blue,2019,5052 mm,6675000.0,2212 mm,Audi,Automatic,7.0,SUV,Delhi,Audi Q7,25000,Third Party insurance,Diesel,1,2967
3376,Silver,2017,3995mm,568000.0,1745mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,25367,Comprehensive,Petrol,1,1197
3377,Silver,2016,4630mm,2350000.0,1777 mm,Mercedes-Benz,Automatic,5.0,Sedan,Delhi,Mercedes-Benz CLA,29000,Comprehensive,Petrol,1,1991
3378,White,2017,3995mm,548000.0,1745mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,27240,Third Party,Petrol,1,1197
3379,White,2015,5246mm,5150000.0,2130mm,Mercedes-Benz,Automatic,5.0,Sedan,Delhi,Mercedes-Benz S-Class,55000,Comprehensive,Petrol,1,4663
3380,White,2020,4300mm,1150000.0,1790mm,Hyundai,Manual,5.0,SUV,Delhi,Hyundai Creta,28000,Comprehensive,Diesel,1,1493
3381,Silver,2016,3995mm,503000.0,1745mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,20755,Comprehensive,Petrol,2,1197
3384,Silver,2014,3840mm,379000.0,1735mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Swift,56722,Comprehensive,Petrol,1,1197
3385,Red,2013,4575mm,925000.0,1820mm,Honda,Automatic,5.0,SUV,Delhi,Honda CR-V,81000,Third Party insurance,Petrol,2,2354
3386,Red,2011,3500mm,197000.0,1600mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti A-Star,55566,Comprehensive,Petrol,1,998
3387,Blue,2020,4939mm,4825000.0,2110mm,Audi,Automatic,5.0,Sedan,Delhi,Audi A6,5500,Third Party insurance,Petrol,1,1984
3388,Black,2023,4300mm,1775000.0,1790mm,Hyundai,Manual,5.0,SUV,Delhi,Hyundai Creta,4000,Comprehensive,Diesel,1,1493
3389,Black,2023,4535mm,1650000.0,1765mm,Hyundai,Automatic,5.0,Sedan,Delhi,Hyundai Verna,950,Comprehensive,Petrol,1,1482
3390,Silver,2017,3995mm,540000.0,1745mm,Mahindra,Manual,7.0,SUV,Delhi,Mahindra Bolero Power Plus,71000,Third Party insurance,Diesel,1,1493
3391,Silver,2019,4735mm,1839999.9999999998,1830mm,Toyota,Manual,8.0,MUV,Delhi,Toyota Innova Crysta,28000,Third Party insurance,Diesel,1,2393
3392,White,2018,4440mm,885000.0,1729mm,Hyundai,Manual,5.0,Sedan,Delhi,Hyundai Verna,35000,Comprehensive,Petrol,1,1591
3393,Others,2020,4395mm,1800000.0,1818mm,Jeep,Automatic,5.0,SUV,Delhi,Jeep Compass,80000,Third Party insurance,Petrol,1,1368
3394,Others,2016,4490mm,600000.0,1730mm,Maruti,Automatic,5.0,Sedan,Delhi,Maruti Ciaz,60000,Third Party insurance,Petrol,2,1373
3395,Pearl White,2021,3995 mm,965000.0,1821 mm,Mahindra,Manual,5.0,SUV,Delhi,Mahindra XUV300,12710,Third Party insurance,Petrol,1,1197
3396,Silver,2011,3595mm,208000.0,1495mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Wagon R,64694,Comprehensive,Petrol,1,998
3397,White,2019,4824mm,2650000.0,1811 mm,BMW,Automatic,5.0,Sedan,Delhi,BMW 3 Series,67510,Comprehensive,Diesel,2,1995
3398,Red,2018,3765mm,528000.0,1660mm,Hyundai,Manual,5.0,Hatchback,Delhi,Hyundai Grand i10,21867,Comprehensive,Petrol,1,1197
3399,White,2022,4922mm,8765000.0,2218mm,BMW,Automatic,5.0,SUV,Delhi,BMW X5,18000,Comprehensive,Diesel,2,2998
3400,White,2018,4458mm,2175000.0,1796mm,Audi,Automatic,5.0,Sedan,Delhi,Audi A3,78010,Comprehensive,Petrol,1,1395
3401,Silver,2021,3765,555000.0,1677,Tata,Manual,5.0,Hatchback,Delhi,Tata Tiago,36247,Comprehensive,Petrol,1,1199
3402,Grey,2022,4882mm,6200000.0,1894mm,Jeep,Automatic,5.0,SUV,Delhi,Jeep Wrangler,3106,Comprehensive,Petrol,1,1998
3403,Black,2020,4658mm,5175000.0,1890mm,Mercedes-Benz,Automatic,5.0,SUV,Delhi,Mercedes-Benz GLC,40000,Comprehensive,Petrol,2,1991
3404,White,2019,3995mm,622000.0,1745mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,55566,Comprehensive,Petrol,1,1197
3405,Grey,2016,4630mm,1975000.0,1777 mm,Mercedes-Benz,Automatic,5.0,Sedan,Delhi,Mercedes-Benz CLA,91000,Comprehensive,Petrol,1,1991
3406,Black,2021,3994mm,733000.0,1758,Nissan,Manual,5.0,SUV,Delhi,Nissan Magnite,46318,Zero Dep,Petrol,1,999
3407,Grey,2023,4490,1075000.0,1730,Maruti,Manual,5.0,Sedan,Delhi,Maruti Ciaz,7359,Comprehensive,Petrol,1,1462
3408,White,2022,4658mm,5999000.0,1890mm,Mercedes-Benz,Automatic,5.0,SUV,Delhi,Mercedes-Benz GLC,35060,Comprehensive,Diesel,1,1950
3409,White,2020,4439mm,3100000.0,1821mm,BMW,Automatic,5.0,SUV,Delhi,BMW X1,22060,Comprehensive,Diesel,1,1995
3410,Silver,2017,4824mm,3100000.0,1828mm,BMW,Automatic,5.0,Sedan,Delhi,BMW 3 Series GT,68060,Comprehensive,Petrol,1,1998
3411,Red,2017,3995mm,699000.0,1790mm,Maruti,Manual,5.0,SUV,Delhi,Maruti Vitara Brezza,27000,Comprehensive,Diesel,1,1248
3412,Grey,2010,4250mm,80000.0,1670mm,Hyundai,Manual,5.0,Sedan,Delhi,Hyundai Accent,53000,Third Party insurance,Petrol,2,1495
3413,Others,2013,3990mm,250000.0,1680mm,Honda,Manual,5.0,Sedan,Delhi,Honda Amaze,50000,Third Party insurance,Diesel,1,1498
3414,Silver,2010,4540mm,240000.0,1760mm,Toyota,Manual,5.0,Sedan,Delhi,Toyota Corolla Altis,120000,Third Party insurance,Cng,4,1798
3415,Silver,2020,4686mm,3965000.0,2020mm,Mercedes-Benz,Automatic,5.0,Sedan,Delhi,Mercedes-Benz C-Class,15000,Comprehensive,Diesel,1,1950
3416,Silver,2015,4440mm,578000.0,1695mm,Honda,Manual,5.0,Sedan,Delhi,Honda City,99373,Comprehensive,Petrol,1,1497
3417,Others,2016,3999mm,265000.0,1765mm,Ford,Manual,5.0,SUV,Delhi,Ford Ecosport,120000,Third Party insurance,Diesel,1,1498
3418,White,2017,3445mm,306000.0,1515mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Alto 800,11815,Third Party,Petrol,1,796
3419,White,2016,3995mm,549000.0,1735mm,Maruti,Manual,5.0,Sedan,Delhi,Maruti Swift Dzire,39412,Comprehensive,Petrol,1,1197
3420,Others,2016,3995mm,450000.0,1745mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,60000,Third Party insurance,Petrol,2,1197
3421,Silver,2018,3845mm,536000.0,1735,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Swift,33015,Comprehensive,Petrol,1,1197
3422,Grey,2012,3610mm,235000.0,1680mm,Honda,Manual,5.0,Hatchback,Delhi,Honda Brio,44371,Third Party insurance,Petrol,2,1198
3424,Red,2013,3595mm,304000.0,1495mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Wagon R,39045,Comprehensive,Petrol,1,998
3425,Silver,2013,3585mm,295000.0,1595mm,Hyundai,Manual,5.0,Hatchback,Delhi,Hyundai i10,49000,Third Party insurance,Petrol,1,1086
3426,Brown,2021,4549mm,1296000.0,1748mm,Honda,Automatic,5.0,Sedan,Delhi,Honda City,7936,Comprehensive,Petrol,1,1498
3427,Black,2014,4915mm,1075000.0,2086mm,Audi,Automatic,5.0,Sedan,Delhi,Audi A6,66000,Comprehensive,Diesel,2,1968
3428,Grey,2016,3495mm,295000.0,1550mm,Hyundai,Manual,5.0,Hatchback,Delhi,Hyundai EON,65739,Third Party insurance,Petrol,1,814
3429,Grey,2016,3715mm,425000.0,1635mm,Maruti,Automatic,5.0,Hatchback,Delhi,Maruti Celerio,52407,Third Party insurance,Petrol,1,998
3430,Others,2011,3585mm,350000.0,1595mm,Hyundai,Automatic,5.0,Hatchback,Delhi,Hyundai i10,30000,Third Party insurance,Petrol,1,1197
3431,White,2018,4936mm,4375000.0,2126mm,BMW,Automatic,5.0,Sedan,Delhi,BMW 5 Series,48000,Third Party insurance,Diesel,1,2993
3432,White,2013,3655 mm,275000.0,1620 mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Wagon R,86816,Third Party insurance,Petrol,1,998
3433,Silver,2015,3884mm,415000.00000000006,1695mm,Toyota,Manual,5.0,Hatchback,Delhi,Toyota Etios Liva,63000,Third Party insurance,Petrol,1,1197
3434,Grey,2018,3746mm,465000.00000000006,1647mm,Tata,Manual,5.0,Hatchback,Delhi,Tata Tiago,67000,Third Party insurance,Petrol,1,1199
3435,White,2014,4701mm,975000.0,2040mm,Audi,Automatic,5.0,Sedan,Delhi,Audi A4,59000,Comprehensive,Diesel,2,1968
3436,Red,2016,3985mm,545000.0,1734mm,Hyundai,Manual,5.0,Hatchback,Delhi,Hyundai i20,68838,Comprehensive,Petrol,1,1197
3437,Silver,2017,3765mm,509999.99999999994,1660mm,Hyundai,Manual,5.0,Hatchback,Delhi,Hyundai Grand i10,46835,Third Party insurance,Petrol,1,1197
3438,Grey,2022,4549mm,1403000.0,1748mm,Honda,Automatic,5.0,Sedan,Delhi,Honda City,5242,Third Party,Petrol,2,1498
3439,White,2022,3990mm,749000.0,1745,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,17457,Comprehensive,Petrol,1,1197
3440,Silver,2015,3990mm,434999.99999999994,1680mm,Honda,Manual,5.0,Sedan,Delhi,Honda Amaze,62789,Third Party insurance,Petrol,1,1198
3441,Silver,2016,3545mm,346000.0,1515mm,Maruti,Automatic,5.0,Hatchback,Delhi,Maruti Alto K10,33618,Comprehensive,Petrol,1,998
3442,Grey,2010,4420 mm,204999.99999999997,1695 mm,Honda,Manual,5.0,Sedan,Delhi,Honda City,75946,Third Party insurance,Petrol,1,1497
3443,Grey,2013,4705mm,969999.9999999999,1840mm,Toyota,Manual,7.0,SUV,Delhi,Toyota Fortuner,230000,Comprehensive,Diesel,1,2982
3444,Silver,2013,3599mm,256999.99999999997,1495mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Wagon R,87208,Comprehensive,Petrol,1,998
3445,White,2016,3429mm,275000.0,1560mm,Datsun,Manual,5.0,Hatchback,Delhi,Datsun RediGO,42736,Third Party insurance,Petrol,1,999
3446,White,2011,4265mm,229000.0,1695mm,Toyota,Manual,5.0,Sedan,Delhi,Toyota Etios,55556,Comprehensive,Petrol,1,1496
3447,Silver,2023,3995,1250000.0,1790,Maruti,Manual,5.0,SUV,Delhi,Maruti Brezza,2054,Comprehensive,Petrol,1,1462
3448,White,2023,5075mm,7750000.0,2065mm,Mercedes-Benz,Automatic,5.0,Sedan,Delhi,Mercedes-Benz E-Class,1700,Comprehensive,Petrol,1,1991
3449,White,2021,4315mm,1725000.0,1800mm,Kia,Automatic,5.0,SUV,Delhi,Kia Seltos,30120,Comprehensive,Petrol,1,1353
3450,Maroon,2011,4370mm,349000.0,1700mm,Hyundai,Manual,5.0,Sedan,Delhi,Hyundai Verna,32000,Third Party insurance,Petrol,1,1591
3453,White,2017,4440mm,699000.0,1695mm,Honda,Manual,5.0,Sedan,Delhi,Honda City,70000,Comprehensive,Petrol,1,1497
3454,White,2014,4705mm,1275000.0,1840mm,Toyota,Automatic,7.0,SUV,Delhi,Toyota Fortuner,85000,Third Party insurance,Diesel,1,2982
3455,Brown,2019,3655 mm,565000.0,1620 mm,Maruti,Automatic,5.0,Wagon,Delhi,Maruti Wagon R,40000,Comprehensive,Petrol,1,1197
3456,White,2019,3995mm,722000.0,1745mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,14163,Comprehensive,Petrol,1,1197
3457,Black,2022,3985mm,1685000.0000000002,1855mm,Mahindra,Manual,4.0,SUV,Delhi,Mahindra Thar,15000,Comprehensive,Diesel,1,2184
3458,White,2020,3995mm,803999.9999999999,1680,Hyundai,Manual,5.0,Sedan,Delhi,Hyundai Aura,4764,Third Party,Petrol,1,1197
3459,Black,2023,4985mm,4300000.0,1926mm,MG,Automatic,7.0,SUV,Delhi,MG Gloster,20000,Comprehensive,Diesel,1,1996
3460,White,2022,4735mm,2275000.0,1830mm,Toyota,Manual,7.0,MUV,Delhi,Toyota Innova Crysta,7600,Comprehensive,Petrol,1,2694
3461,White,2016,4440mm,742000.0,1695mm,Honda,Automatic,5.0,Sedan,Delhi,Honda City,69815,Third Party,Petrol,1,1497
3462,White,2018,4270mm,910000.0,1780mm,Hyundai,Manual,5.0,SUV,Delhi,Hyundai Creta,82000,Third Party insurance,Diesel,1,1396
3463,Orange,2021,4447mm,4000000.0,2060mm,BMW,Automatic,5.0,SUV,Delhi,BMW X1,8400,Comprehensive,Petrol,1,1998
3464,Red,2013,3845mm,315000.0,1735,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Swift,75463,Comprehensive,Petrol,1,1197
3465,Grey,2013,3655 mm,231000.0,1620 mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Wagon R,66000,Comprehensive,Cng,1,998
3466,Red,2017,3995mm,557000.0,1745mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,22091,Third Party insurance,Petrol,1,1197
3467,White,2019,5091mm,5775000.0,2158mm,BMW,Automatic,4.0,Sedan,Delhi,BMW 6 Series,32000,Third Party insurance,Diesel,1,2993
3468,White,2012,3585mm,231000.0,1595mm,Hyundai,Manual,5.0,Hatchback,Delhi,Hyundai i10,65000,Comprehensive,Petrol,2,1086
3469,Brown,2016,3746mm,369000.0,1647mm,Tata,Manual,5.0,Hatchback,Delhi,Tata Tiago,66000,Comprehensive,Petrol,1,1199
3470,Brown,2019,4886mm,5250000.0,1938mm,BMW,Automatic,5.0,SUV,Delhi,BMW X5,25000,Comprehensive,Diesel,1,2993
3471,White,2018,4892mm,2675000.0,1860mm,Ford,Automatic,7.0,SUV,Delhi,Ford Endeavour,110000,Comprehensive,Diesel,1,3198
3472,Black,2022,4323mm,1150000.0,1809mm,MG,Manual,5.0,SUV,Delhi,MG Astor,15000,Comprehensive,Petrol,1,1498
3473,White,2021,3995mm,700000.0,1745mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Baleno,30000,Comprehensive,Petrol,1,1197
3474,Silver,2021,4315mm,1300000.0,1800mm,Kia,Automatic,5.0,SUV,Delhi,Kia Seltos,47000,Comprehensive,Diesel,1,1493
3475,White,2023,4429,5490000.0,1827,BMW,Automatic,5.0,SUV,Delhi,BMW X1,6000,Comprehensive,Diesel,1,1995
3476,Silver,2020,3995mm,805000.0000000001,1745mm,Maruti,Automatic,5.0,Hatchback,Delhi,Maruti Baleno,35854,Third Party insurance,Petrol,2,1197
3477,Red,2018,3994mm,735000.0,1811mm,Tata,Manual,5.0,SUV,Delhi,Tata Nexon,43623,Third Party insurance,Petrol,1,1198
3478,Orange,2015,4265mm,441000.0,1695mm,Toyota,Manual,5.0,Sedan,Delhi,Toyota Etios,64229,Comprehensive,Petrol,2,1496
3479,White,2021,4600mm,5575000.0,2173mm,Land Rover,Automatic,7.0,SUV,Delhi,Land Rover Discovery Sport,33000,Comprehensive,Diesel,1,1999
3480,Silver,2019,4892mm,2890000.0,1860mm,Ford,Automatic,7.0,SUV,Delhi,Ford Endeavour,59605,Comprehensive,Diesel,2,3198
3481,Silver,2019,3679mm,397000.0,1579mm,Renault,Manual,5.0,Hatchback,Delhi,Renault KWID,2997,Comprehensive,Petrol,1,999
3482,Blue,2021,3731mm,455000.0,1579mm,Renault,Manual,5.0,Hatchback,Delhi,Renault KWID,9606,Third Party insurance,Petrol,1,999
3483,White,2015,5246mm,3850000.0,2130mm,Mercedes-Benz,Automatic,5.0,Sedan,Delhi,Mercedes-Benz S-Class,75000,Comprehensive,Diesel,1,2987
3484,White,2020,3995mm,713000.0,1695mm,Honda,Automatic,5.0,Sedan,Delhi,Honda Amaze,41898,Third Party insurance,Petrol,2,1199
3485,Silver,2021,3995mm,737000.0,1745mm,Toyota,Manual,5.0,Hatchback,Delhi,Toyota Glanza,23159,Third Party insurance,Petrol,1,1197
3486,White,2016,3999mm,540000.0,1765mm,Ford,Manual,5.0,SUV,Delhi,Ford Ecosport,53488,Third Party,Petrol,1,1499
3487,White,2019,4735mm,1748999.9999999998,1830mm,Toyota,Manual,7.0,MUV,Delhi,Toyota Innova Crysta,29000,Comprehensive,Diesel,1,2393
3488,Brown,2023,4699mm,2200000.0,1835mm,MG,Automatic,6.0,SUV,Delhi,MG Hector Plus,6000,Zero Dep,Petrol,1,1451
3489,Grey,2019,3995mm,627000.0,1735mm,Maruti,Manual,5.0,Sedan,Delhi,Maruti Swift Dzire,68192,Third Party insurance,Petrol,1,1197
3490,White,2023,4315mm,1565000.0,1800mm,Kia,Manual,5.0,SUV,Delhi,Kia Seltos,600,Comprehensive,Petrol,1,1497
3491,White,2020,5067mm,4625000.0,2091mm,Jaguar,Automatic,5.0,Sedan,Delhi,Jaguar XF,13000,Third Party insurance,Petrol,1,1997
3492,Blue,2018,3995mm,772000.0,1790mm,Maruti,Manual,5.0,SUV,Delhi,Maruti Vitara Brezza,67756,Third Party insurance,Diesel,1,1248
3493,Silver,2017,4300mm,587000.0,1785mm,Maruti,Manual,5.0,SUV,Delhi,Maruti SX4 S Cross,83811,Third Party insurance,Diesel,1,1248
3494,White,2016,3600mm,409999.99999999994,1600mm,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Celerio,68000,Comprehensive,Cng,1,998
3495,Red,2022,3845mm,699000.0,1735,Maruti,Manual,5.0,Hatchback,Delhi,Maruti Swift,4100,Comprehensive,Petrol,1,1197
3496,Silver,2020,3995mm,642000.0,1735mm,Maruti,Manual,5.0,Sedan,Delhi,Maruti Swift Dzire,46243,Comprehensive,Petrol,1,1197
